symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SH2_0pt5mM_A	Gcn1_SH2_0pt5mM_B
ENSMUSG00000033276.18|Stk36	135	127	71	88
ENSMUSG00000033282.14|Rpgrip1l	332	372	278	328
ENSMUSG00000033285.15|Wdr3	2715	3031	2835	3154
ENSMUSG00000033287.16|Kctd17	147	153	153	131
ENSMUSG00000033294.11|Noc4l	1463	1600	1318	1353
ENSMUSG00000033295.14|Ptprf	3922	3999	3173	3600
ENSMUSG00000033306.15|Lpp	3791	4123	3090	3165
ENSMUSG00000033307.7|Mif	4002	4385	3659	4074
ENSMUSG00000033313.11|Fbxl8	100	111	80	92
ENSMUSG00000033319.5|Fem1c	1792	1994	1358	1328
ENSMUSG00000033323.14|Ctdp1	830	846	828	844
ENSMUSG00000033326.15|Kdm4a	3047	3078	2437	2584
ENSMUSG00000033327.16|Tnxb	604	745	1246	1470
ENSMUSG00000033335.17|Dnm2	2273	2497	1610	1829
ENSMUSG00000033350.7|Chst2	29	42	0	0
ENSMUSG00000033352.11|Map2k4	1433	1746	1784	2027
ENSMUSG00000033356.3|Pus7l	251	291	278	281
ENSMUSG00000033364.13|Usp37	1192	1343	1042	1110
ENSMUSG00000033365.14|Ipo13	1171	1168	1159	1162
ENSMUSG00000033373.16|Fntb	338	346	333	380
ENSMUSG00000033377.14|Palmd	609	782	572	655
ENSMUSG00000033379.13|Atp6v0b	2674	2845	2372	2277
ENSMUSG00000033382.15|Trappc8	2699	3144	2250	2308
ENSMUSG00000033386.10|Frrs1	3756	4574	2364	2718
ENSMUSG00000033392.16|Clasp2	1028	1126	747	801
ENSMUSG00000033396.13|Spg11	1392	1519	1057	1162
ENSMUSG00000033400.14|Agl	886	1004	506	666
ENSMUSG00000033405.4|Nudt15	46	68	54	46
ENSMUSG00000033411.16|Ctdspl2	1468	1771	1342	1400
ENSMUSG00000033416.15|Gucd1	356	331	347	399
ENSMUSG00000033417.16|Cacul1	2892	3261	3542	3715
ENSMUSG00000033420.12|Antxr1	776	878	996	1270
ENSMUSG00000033423.16|Eri3	582	558	645	728
ENSMUSG00000033429.10|Mcee	102	128	107	146
ENSMUSG00000033430.10|Terf2ip	495	550	470	544
ENSMUSG00000033434.15|Gtpbp6	388	436	395	438
ENSMUSG00000033439.12|Trmt13	471	594	552	594
ENSMUSG00000033444.14|Specc1l	1675	1783	1517	1630
ENSMUSG00000033446.7|Lpar6	272	301	251	305
ENSMUSG00000033450.8|Tagap	38	52	29	33
ENSMUSG00000033454.6|Zbtb1	1218	1520	1344	1421
ENSMUSG00000033458.17|Fan1	117	122	75	103
ENSMUSG00000033475.15|Tomm6	1695	1935	1801	1826
ENSMUSG00000033478.5|Fam160b1	880	967	918	969
ENSMUSG00000033486.14|Catsper2	52	60	40	42
ENSMUSG00000033487.14|Fndc3a	2122	2354	1817	1889
ENSMUSG00000033491.13|Prss35	368	417	355	439
ENSMUSG00000033499.14|Larp4b	4075	4633	4085	4258
ENSMUSG00000033502.14|Cdc14a	356	392	433	452
ENSMUSG00000033508.7|Asprv1	38	39	26	23
ENSMUSG00000033526.16|Ppip5k1	451	491	490	428
ENSMUSG00000033530.8|Ttc7b	255	239	207	215
ENSMUSG00000033538.13|Casp4	333	364	504	586
ENSMUSG00000033540.18|Idua	333	390	239	285
ENSMUSG00000033542.13|Arhgef5	4791	5244	4154	4569
ENSMUSG00000033543.17|Gtf2a2	1119	1392	982	1098
ENSMUSG00000033545.14|Znrf1	962	1129	1010	1054
ENSMUSG00000033554.17|Dph5	553	587	504	583
ENSMUSG00000033557.17|Fam20b	1737	1762	1577	1806
ENSMUSG00000033565.18|Rbfox2	3759	3885	3944	4287
ENSMUSG00000033577.18|Myo6	3173	3624	3756	4517
ENSMUSG00000033581.17|Igf2bp2	1665	1744	1356	1423
ENSMUSG00000033589.4|Reep4	909	980	829	990
ENSMUSG00000033590.8|Myo5c	957	1111	694	835
ENSMUSG00000033596.5|Rfwd3	2198	2442	2031	2151
ENSMUSG00000033610.16|Pank1	48	62	16	21
ENSMUSG00000033618.7|Map3k13	146	163	149	154
ENSMUSG00000033623.13|Pcgf3	1259	1558	1172	1240
ENSMUSG00000033624.10|Pdpr	470	517	443	495
ENSMUSG00000033628.15|Pik3c3	593	775	501	654
ENSMUSG00000033629.6|Hacd3	983	1175	1427	1565
ENSMUSG00000033632.16|AW554918	289	337	212	244
ENSMUSG00000033653.18|Vps8	471	494	421	413
ENSMUSG00000033658.16|Ddx19b	1432	1577	1308	1329
ENSMUSG00000033669.8|Zfp7	1432	1565	2197	2278
ENSMUSG00000033671.18|Cep350	1568	1673	1433	1510
ENSMUSG00000033684.14|Qsox1	2301	2243	2327	2682
ENSMUSG00000033685.13|Ucp2	1318	1373	1606	1989
ENSMUSG00000033697.15|Arhgap39	569	555	615	727
ENSMUSG00000033701.13|Acbd6	859	1041	696	739
ENSMUSG00000033703.9|Fuk	412	485	404	464
ENSMUSG00000033705.17|Stard9	172	189	84	59
ENSMUSG00000033706.13|Smyd5	2045	2111	2397	2474
ENSMUSG00000033712.6|Ccar2	1295	1345	1312	1471
ENSMUSG00000033713.12|Foxn3	945	1091	750	751
ENSMUSG00000033715.15|Akr1c14	19	29	29	43
ENSMUSG00000033717.6|Adra2a	59	101	107	133
ENSMUSG00000033720.12|Sfxn5	122	158	96	104
ENSMUSG00000033721.16|Vav3	255	274	195	214
ENSMUSG00000033728.14|Lrrc14	765	822	859	891
ENSMUSG00000033730.4|Egr3	135	140	136	152
ENSMUSG00000033732.10|Sf3b3	7587	8062	8525	8988
ENSMUSG00000033735.9|Spr	897	1108	908	1034
ENSMUSG00000033739.8|Fkbpl	135	125	123	148
ENSMUSG00000033751.5|Gadd45gip1	639	695	652	686
ENSMUSG00000033752.7|Mnd1	283	313	223	279
ENSMUSG00000033760.17|Rbm4b	202	260	293	356
ENSMUSG00000033762.8|Recql4	1181	1162	797	847
ENSMUSG00000033763.14|Mtss1l	125	130	106	86
ENSMUSG00000033767.14|Tmem131l	616	656	468	566
ENSMUSG00000033769.16|Exoc6b	1905	2165	2102	2255
ENSMUSG00000033773.14|Rpap2	548	675	493	538
ENSMUSG00000033781.7|Asb13	254	315	444	454
ENSMUSG00000033790.11|Tubgcp5	488	549	391	419
ENSMUSG00000033792.12|Atp7a	472	514	560	556
ENSMUSG00000033793.12|Atp6v1h	1782	2084	1204	1192
ENSMUSG00000033799.10|Fam208b	3623	4262	3447	3596
ENSMUSG00000033805.12|Ephx4	82	102	88	101
ENSMUSG00000033808.16|Tmem87a	1080	1213	967	1109
ENSMUSG00000033809.15|Alg3	438	414	427	454
ENSMUSG00000033813.15|Tcea1	6806	7924	5612	5733
ENSMUSG00000033819.16|Ppp1r16a	518	550	645	741
ENSMUSG00000033845.13|Mrpl15	1332	1759	1142	1332
ENSMUSG00000033852.16|Gm28042	116	161	99	120
ENSMUSG00000033855.15|Ston1	1342	1402	917	1057
ENSMUSG00000033857.12|Engase	23	27	25	32
ENSMUSG00000033862.7|Cdk10	790	853	544	691
ENSMUSG00000033863.2|Klf9	2559	3071	1700	1826
ENSMUSG00000033880.11|Lgals3bp	6446	6626	9144	11110
ENSMUSG00000033883.11|D3Ertd254e	667	750	536	636
ENSMUSG00000033885.15|Pxk	1509	1740	1224	1432
ENSMUSG00000033898.16|Cfhr2	18	30	74	88
ENSMUSG00000033900.13|Map9	75	93	71	99
ENSMUSG00000033902.12|Mapkbp1	288	320	249	241
ENSMUSG00000033904.16|Ccp110	383	464	530	524
ENSMUSG00000033906.5|Zdhhc15	614	712	1463	1670
ENSMUSG00000033909.17|Usp36	2731	2813	2695	2883
ENSMUSG00000033916.5|Chmp2a	1170	1264	1365	1476
ENSMUSG00000033917.15|Gde1	677	762	1030	1129
ENSMUSG00000033918.16|Parl	1086	1399	924	1013
ENSMUSG00000033931.9|Rbm34	1241	1475	1197	1343
ENSMUSG00000033933.13|Vhl	1057	1236	1510	1548
ENSMUSG00000033938.5|Ndufb7	959	936	921	1028
ENSMUSG00000033940.8|Brk1	2231	2390	2513	2789
ENSMUSG00000033943.15|Mga	1557	1889	1600	1581
ENSMUSG00000033949.12|Trim36	62	57	108	109
ENSMUSG00000033952.14|Aspm	920	992	884	1080
ENSMUSG00000033953.10|Ppp3r1	2481	2828	2621	2923
ENSMUSG00000033955.12|Tnks1bp1	4675	4880	6080	6437
ENSMUSG00000033960.6|Jcad	756	819	275	276
ENSMUSG00000033961.16|Zfp446	48	72	91	106
ENSMUSG00000033964.12|Zbtb41	1645	1925	1334	1347
ENSMUSG00000033965.10|Slc16a2	863	946	1568	1693
ENSMUSG00000033970.15|Rfc3	572	608	431	407
ENSMUSG00000033972.9|Zfp944	401	560	376	457
ENSMUSG00000033983.13|Coil	312	376	312	399
ENSMUSG00000033985.17|Tesk2	121	120	106	114
ENSMUSG00000033991.9|Ttc37	1764	2085	1487	1589
ENSMUSG00000034006.17|Pqlc1	349	330	304	383
ENSMUSG00000034007.10|Scaper	554	634	415	405
ENSMUSG00000034021.15|Pds5b	1917	2163	1950	1993
ENSMUSG00000034022.8|Cpsf1	3124	3206	3172	3396
ENSMUSG00000034023.16|Fancd2	1231	1396	927	1103
ENSMUSG00000034024.8|Cct2	10869	11817	10253	11107
ENSMUSG00000034032.15|Rpap1	879	884	780	802
ENSMUSG00000034042.16|Gpbp1l1	1522	1775	1458	1538
ENSMUSG00000034055.16|Phka1	454	516	501	545
ENSMUSG00000034059.13|Ypel4	38	41	13	19
ENSMUSG00000034064.14|Poglut1	1410	1518	1174	1262
ENSMUSG00000034066.13|Farp2	352	354	477	501
ENSMUSG00000034071.15|Zfp551	49	48	26	22
ENSMUSG00000034075.10|Zdhhc5	2550	2621	2361	2612
ENSMUSG00000034083.16|Ccdc174	862	999	931	985
ENSMUSG00000034088.15|Hdlbp	13209	14252	11681	12662
ENSMUSG00000034101.14|Ctnnd1	8065	9024	8482	9626
ENSMUSG00000034105.9|Tldc1	283	291	280	278
ENSMUSG00000034108.6|Ccs	557	503	701	808
ENSMUSG00000034109.15|Golim4	2483	3098	1844	2299
ENSMUSG00000034110.8|Kctd7	129	130	110	121
ENSMUSG00000034111.6|Tmed8	81	91	22	22
ENSMUSG00000034112.9|Atp2c2	50	67	29	38
ENSMUSG00000034118.15|Tpst1	441	518	452	518
ENSMUSG00000034120.18|Srsf2	4778	5761	5805	5954
ENSMUSG00000034121.12|Mks1	72	61	51	73
ENSMUSG00000034126.5|Pomt2	415	403	588	557
ENSMUSG00000034127.15|Tspan8	7475	8522	14171	15613
ENSMUSG00000034135.15|Sik3	1972	2035	1540	1492
ENSMUSG00000034152.6|Exoc3	859	903	783	834
ENSMUSG00000034154.15|Ino80	1850	2003	1956	1984
ENSMUSG00000034157.12|Cipc	956	1118	1005	1049
ENSMUSG00000034158.9|Lrrc58	3817	4536	3846	4068
ENSMUSG00000034159.12|2310007B03Rik	170	178	88	112
ENSMUSG00000034160.13|Ogt	5895	7661	5947	6229
ENSMUSG00000034161.8|Scx	110	127	64	105
ENSMUSG00000034163.10|Zfc3h1	1142	1353	1147	1337
ENSMUSG00000034165.16|Ccnd3	1854	1781	2659	2859
ENSMUSG00000034168.7|Irf2bpl	2314	3277	1921	2094
ENSMUSG00000034171.13|Faah	125	135	251	315
ENSMUSG00000034173.13|Zbed5	163	198	237	201
ENSMUSG00000034175.13|Rhbdd3	219	229	215	281
ENSMUSG00000034177.15|Rnf43	66	86	54	53
ENSMUSG00000034187.18|Nsf	1166	1166	1239	1304
ENSMUSG00000034189.5|Hsdl1	745	762	771	751
ENSMUSG00000034190.9|Chmp7	1052	1222	766	927
ENSMUSG00000034192.5|Lsm3	996	1169	1342	1484
ENSMUSG00000034194.17|R3hcc1	411	405	418	458
ENSMUSG00000034201.13|Gas2l1	620	740	731	769
ENSMUSG00000034203.8|Chchd4	1201	1387	1623	1582
ENSMUSG00000034205.16|Loxl2	2487	2510	3414	3774
ENSMUSG00000034206.15|Polq	486	574	436	424
ENSMUSG00000034210.13|Efcab14	654	759	578	702
ENSMUSG00000034211.14|Mrps17	1602	1785	1426	1551
ENSMUSG00000034216.12|Vps18	705	728	570	661
ENSMUSG00000034218.16|Atm	981	1117	766	834
ENSMUSG00000034220.7|Gpc1	901	898	609	599
ENSMUSG00000034235.17|Usp54	345	384	281	288
ENSMUSG00000034243.17|Golgb1	2512	2609	2309	2532
ENSMUSG00000034245.10|Hdac11	429	429	259	255
ENSMUSG00000034247.9|Plekhm1	552	608	541	623
ENSMUSG00000034248.7|Slc25a37	4503	5557	3131	3340
ENSMUSG00000034252.14|Senp6	3530	3955	3152	3504
ENSMUSG00000034254.17|Agpat1	2829	2857	3149	3487
ENSMUSG00000034255.17|Arhgap27	1181	1260	1543	1669
ENSMUSG00000034259.8|Exosc4	699	959	989	955
ENSMUSG00000034263.13|Ints14	919	932	808	871
ENSMUSG00000034269.12|Setd5	4530	4921	4285	4651
ENSMUSG00000034271.16|Jdp2	2086	2037	1675	1917
ENSMUSG00000034274.11|Thoc5	910	1024	866	788
ENSMUSG00000034278.3|Dnajc17	213	214	223	268
ENSMUSG00000034282.3|Evpl	242	252	201	193
ENSMUSG00000034285.15|Nipsnap1	501	581	316	398
ENSMUSG00000034290.9|Nek9	5484	5894	5303	5714
ENSMUSG00000034292.13|Traf3ip1	546	616	541	561
ENSMUSG00000034295.10|Fhod3	80	80	65	79
ENSMUSG00000034297.14|Med13	4487	4952	5443	5369
ENSMUSG00000034300.17|Fam53c	1410	1514	1183	1347
ENSMUSG00000034303.7|Ccdc15	92	108	66	67
ENSMUSG00000034311.3|Kif4	851	983	794	901
ENSMUSG00000034312.14|Iqsec1	1436	1469	1073	1217
ENSMUSG00000034317.14|Trim59	3666	4540	2634	3027
ENSMUSG00000034320.14|Slc26a2	8891	10968	9104	10518
ENSMUSG00000034321.14|Exosc1	1120	1122	1102	1215
ENSMUSG00000034324.16|Tmem132c	1303	1245	822	901
ENSMUSG00000034327.17|Kctd9	1438	1669	971	958
ENSMUSG00000034329.16|Brip1	617	683	643	632
ENSMUSG00000034330.10|Plcg2	56	68	10	5
ENSMUSG00000034333.15|Zbed4	1032	1140	1183	1289
ENSMUSG00000034341.17|Wbp2	3505	3484	4292	4722
ENSMUSG00000034342.9|Cbl	2716	3055	2247	2253
ENSMUSG00000034343.14|Ube2f	1789	2011	2116	2211
ENSMUSG00000034345.14|Gtf2h5	1319	1359	1258	1351
ENSMUSG00000034349.14|Smc4	8086	10012	7959	8494
ENSMUSG00000034353.14|Ramp1	160	175	102	103
ENSMUSG00000034354.17|Mtmr3	2444	2653	2030	2079
ENSMUSG00000034361.10|Cpne2	793	873	790	879
ENSMUSG00000034371.9|Tkfc	366	403	443	532
ENSMUSG00000034377.10|Tulp4	5133	5732	3566	3783
ENSMUSG00000034379.9|Wdr5b	104	143	74	119
ENSMUSG00000034382.14|AI661453	1685	1682	1335	1690
ENSMUSG00000034390.16|Cmip	1768	1887	1607	1701
ENSMUSG00000034394.14|Lif	2411	2329	3675	3284
ENSMUSG00000034401.16|Spata6	314	397	324	381
ENSMUSG00000034403.16|Pja1	1311	1353	1359	1529
ENSMUSG00000034412.13|Tbc1d10a	320	315	383	359
ENSMUSG00000034413.14|Neurl1b	598	649	1146	1334
ENSMUSG00000034422.14|Parp14	273	280	278	339
ENSMUSG00000034424.5|Gcsh	1124	1551	1062	1111
ENSMUSG00000034427.17|Myo15b	577	669	797	1020
ENSMUSG00000034429.15|Zfp707	354	402	304	422
ENSMUSG00000034430.16|Zxdc	719	800	948	985
ENSMUSG00000034432.11|Cops8	2375	2500	2418	2482
ENSMUSG00000034437.8|Gm9761	67	59	92	125
ENSMUSG00000034442.11|Trmt5	486	496	439	502
ENSMUSG00000034445.8|Cyb561a3	530	566	490	555
ENSMUSG00000034449.7|Dhrs11	246	284	337	339
ENSMUSG00000034453.8|Polr3b	699	726	600	633
ENSMUSG00000034457.10|Eda2r	86	82	102	80
ENSMUSG00000034459.8|Ifit1	93	73	23	13
ENSMUSG00000034460.9|Six4	84	112	83	83
ENSMUSG00000034462.9|Pkd2	1934	2338	2009	2239
ENSMUSG00000034463.4|Scara3	1763	1875	2422	2978
ENSMUSG00000034471.12|Caskin2	621	688	737	745
ENSMUSG00000034473.14|Sec22a	576	579	604	677
ENSMUSG00000034480.18|Diaph2	1082	1221	1088	1077
ENSMUSG00000034484.8|Snx2	2071	2425	1715	2060
ENSMUSG00000034485.10|Uaca	1215	1244	917	1124
ENSMUSG00000034487.4|Kdelc2	498	620	464	460
ENSMUSG00000034488.14|Edil3	36	40	16	11
ENSMUSG00000034501.7|Pcnx4	832	1010	826	791
ENSMUSG00000034509.9|Mad2l1bp	465	456	430	496
ENSMUSG00000034518.14|Hmgxb4	587	732	494	563
ENSMUSG00000034520.14|Gjc1	184	185	44	43
ENSMUSG00000034522.10|Zfp395	1008	1040	843	896
ENSMUSG00000034525.7|Ice1	2396	2600	2264	2508
ENSMUSG00000034538.8|Zfp418	28	31	9	20
ENSMUSG00000034543.15|Morc2a	2522	2825	2571	2785
ENSMUSG00000034544.17|Rsrc1	652	713	501	604
ENSMUSG00000034557.14|Zfyve9	1195	1279	1001	1130
ENSMUSG00000034560.6|Washc4	1825	2138	1414	1546
ENSMUSG00000034563.16|Ccpg1	564	661	582	763
ENSMUSG00000034566.10|Atp5h	3317	3274	3401	3662
ENSMUSG00000034570.12|Inpp5j	359	399	370	412
ENSMUSG00000034573.14|Ptpn13	3944	4203	4353	4919
ENSMUSG00000034574.10|Daam1	948	1071	739	773
ENSMUSG00000034575.13|Tent4a	1059	1105	1432	1539
ENSMUSG00000034584.3|Exph5	119	138	91	102
ENSMUSG00000034586.14|Hid1	3380	3304	3705	4154
ENSMUSG00000034587.8|8430429K09Rik	67	93	40	48
ENSMUSG00000034591.5|Slc41a2	74	77	160	166
ENSMUSG00000034593.16|Myo5a	3244	3590	2282	2398
ENSMUSG00000034595.17|Ppp1r18	2739	2867	2451	2559
ENSMUSG00000034601.17|2700049A03Rik	466	561	435	427
ENSMUSG00000034602.15|Mon2	1726	1874	1536	1677
ENSMUSG00000034610.14|Tut4	1574	1816	1596	1778
ENSMUSG00000034612.7|Chst11	74	73	5	2
ENSMUSG00000034614.14|Pik3ip1	39	46	18	37
ENSMUSG00000034616.17|Ssh3	771	750	952	1173
ENSMUSG00000034617.7|Mtrr	1007	1121	812	837
ENSMUSG00000034620.17|Rxylt1	592	709	625	712
ENSMUSG00000034621.14|Gpatch8	1532	1647	1763	1765
ENSMUSG00000034636.9|Zyg11b	2042	2325	1642	1707
ENSMUSG00000034639.7|Setmar	64	57	50	63
ENSMUSG00000034640.9|Tiparp	1526	1855	1456	1507
ENSMUSG00000034647.15|Ankrd12	1745	2123	2415	2271
ENSMUSG00000034653.11|Ythdc2	800	1035	763	837
ENSMUSG00000034656.17|Cacna1a	99	125	57	88
ENSMUSG00000034659.14|Tmem109	788	842	1623	1758
ENSMUSG00000034663.13|Bmp2k	736	882	646	680
ENSMUSG00000034664.13|Itga2b	50	47	43	63
ENSMUSG00000034667.8|Xpot	7706	8523	5682	6057
ENSMUSG00000034673.14|Pbx2	984	1057	1194	1239
ENSMUSG00000034674.18|Tdg	2266	2515	1863	1870
ENSMUSG00000034675.17|Dbn1	825	892	242	283
ENSMUSG00000034681.17|Rnps1	3616	3917	3722	4244
ENSMUSG00000034684.12|Sema3f	282	331	344	454
ENSMUSG00000034685.4|Fam171a2	51	57	18	20
ENSMUSG00000034707.7|Gns	1795	1994	2030	2126
ENSMUSG00000034708.11|Grn	6123	6394	4893	5777
ENSMUSG00000034709.8|Ppp1r21	1170	1341	773	899
ENSMUSG00000034714.9|Ttyh2	771	737	960	983
ENSMUSG00000034723.11|Tmx4	773	909	529	588
ENSMUSG00000034724.18|Cnot6l	1190	1495	1253	1427
ENSMUSG00000034729.16|Mrps10	1371	1692	1081	1292
ENSMUSG00000034731.11|Dgkh	35	45	0	0
ENSMUSG00000034738.8|Nostrin	253	300	165	216
ENSMUSG00000034744.13|Nagk	870	923	707	794
ENSMUSG00000034748.16|Sirt6	328	327	250	322
ENSMUSG00000034751.16|Mast4	1214	1321	701	786
ENSMUSG00000034757.15|Tmub2	682	731	825	897
ENSMUSG00000034758.12|Tle6	137	142	97	141
ENSMUSG00000034761.15|Map4k5	2381	2587	2449	2678
ENSMUSG00000034765.6|Dusp5	1544	1768	1386	1466
ENSMUSG00000034771.15|Tle2	119	162	80	136
ENSMUSG00000034773.16|BC030867	391	435	327	355
ENSMUSG00000034781.5|Gna11	1237	1407	1466	1613
ENSMUSG00000034786.17|Gpsm3	89	84	49	74
ENSMUSG00000034789.8|Rab24	925	1016	801	1012
ENSMUSG00000034793.15|G6pc3	1116	1107	1347	1473
ENSMUSG00000034795.14|Ccdc122	201	221	117	148
ENSMUSG00000034799.16|Unc13a	183	179	159	199
ENSMUSG00000034800.15|Zfp661	200	199	145	175
ENSMUSG00000034801.13|Sos2	2737	3050	2776	2922
ENSMUSG00000034807.9|Colgalt1	4870	5132	5321	5783
ENSMUSG00000034820.4|Cpsf7	2568	2914	2971	3146
ENSMUSG00000034826.14|Nup54	1797	2016	1555	1634
ENSMUSG00000034832.15|Tet3	1935	2125	2300	2231
ENSMUSG00000034848.17|Ttc21b	886	996	801	962
ENSMUSG00000034850.15|Tmem127	1873	1938	1962	2259
ENSMUSG00000034853.16|Acot11	86	80	40	44
ENSMUSG00000034854.8|Mfsd12	166	183	324	328
ENSMUSG00000034855.13|Cxcl10	253	242	411	428
ENSMUSG00000034858.16|Fam214a	119	122	185	199
ENSMUSG00000034863.9|Ano8	494	605	336	419
ENSMUSG00000034867.16|Ankrd27	1082	1212	852	993
ENSMUSG00000034868.9|Myl12b	4410	5142	5702	7329
ENSMUSG00000034875.5|Nudt19	366	455	479	579
ENSMUSG00000034880.7|Mrpl34	319	417	353	391
ENSMUSG00000034883.9|Lrr1	195	280	194	193
ENSMUSG00000034889.8|Cactin	683	733	658	681
ENSMUSG00000034892.8|Rps29	11841	10539	11204	12053
ENSMUSG00000034893.8|Cog3	1699	1955	1677	1628
ENSMUSG00000034902.17|Pip5k1c	1012	1031	1006	1083
ENSMUSG00000034903.18|Cobll1	2281	2794	2438	2586
ENSMUSG00000034906.15|Ncaph	1967	2200	2396	2658
ENSMUSG00000034908.16|Sidt2	1538	1624	1265	1456
ENSMUSG00000034917.8|Tjp3	586	727	1049	1360
ENSMUSG00000034918.8|Cdhr2	803	851	610	770
ENSMUSG00000034926.3|Dhcr24	1897	2033	1681	1909
ENSMUSG00000034928.16|Rnf44	3849	4198	4551	4991
ENSMUSG00000034930.16|Rtkn	1031	1016	923	1156
ENSMUSG00000034931.15|Dhx8	1474	1602	1472	1640
ENSMUSG00000034932.4|Mrpl54	305	419	282	321
ENSMUSG00000034936.2|Arl4d	47	56	99	95
ENSMUSG00000034940.15|Synrg	1168	1342	1185	1295
ENSMUSG00000034947.13|Tmem106a	280	327	344	397
ENSMUSG00000034949.18|Zfr2	45	59	36	52
ENSMUSG00000034951.10|Cog7	421	425	346	431
ENSMUSG00000034957.10|Cebpa	352	400	1009	1014
ENSMUSG00000034973.16|Dop1a	724	759	693	742
ENSMUSG00000034974.13|Dapk3	365	397	449	511
ENSMUSG00000034981.9|Parm1	4340	4977	6022	6655
ENSMUSG00000034993.7|Vat1	5312	5720	5119	5417
ENSMUSG00000034994.10|Eef2	51825	51107	43715	51137
ENSMUSG00000034998.18|Foxn2	2038	2472	2199	2328
ENSMUSG00000035007.5|Rundc1	525	524	660	825
ENSMUSG00000035011.15|Zbtb7a	1754	2310	2615	2675
ENSMUSG00000035021.13|Baz1a	3082	3456	4598	4346
ENSMUSG00000035024.16|Ncapd3	1351	1453	1199	1107
ENSMUSG00000035027.18|Map2k2	1674	1730	1587	1563
ENSMUSG00000035042.2|Ccl5	31	43	9	15
ENSMUSG00000035047.9|Kri1	1279	1325	1283	1468
ENSMUSG00000035048.13|Anapc13	304	371	333	391
ENSMUSG00000035049.4|Rrp12	1218	1307	1838	1717
ENSMUSG00000035051.15|Dhx57	1099	1271	878	1016
ENSMUSG00000035062.13|Zc4h2	71	80	61	89
ENSMUSG00000035064.17|Eef2k	634	648	499	566
ENSMUSG00000035069.3|Oma1	478	514	577	597
ENSMUSG00000035078.6|Mtmr9	984	1064	724	851
ENSMUSG00000035086.13|Becn1	3052	3456	3161	3617
ENSMUSG00000035093.16|Secisbp2l	2553	2873	2578	2752
ENSMUSG00000035105.5|Egln3	1669	1696	3530	4221
ENSMUSG00000035107.13|Dcbld2	2126	2392	1771	1786
ENSMUSG00000035109.14|Shc4	52	82	59	63
ENSMUSG00000035112.17|Wnk4	929	1004	1555	1758
ENSMUSG00000035121.6|Neil2	27	32	12	11
ENSMUSG00000035125.10|Gcfc2	397	438	367	360
ENSMUSG00000035126.19|Wdr78	45	42	51	61
ENSMUSG00000035133.9|Arhgap5	5426	6564	5428	6048
ENSMUSG00000035139.14|Secisbp2	449	560	471	558
ENSMUSG00000035142.18|Nubpl	213	276	163	194
ENSMUSG00000035150.15|Eif2s3x	10629	11660	10632	11762
ENSMUSG00000035151.12|Elmod2	363	394	276	311
ENSMUSG00000035152.14|Ap2b1	5103	5473	4839	5446
ENSMUSG00000035161.7|Ints6	1458	1768	1102	1168
ENSMUSG00000035164.8|Zc3h12c	523	571	684	706
ENSMUSG00000035165.14|Kcne3	66	58	104	154
ENSMUSG00000035168.16|Tanc1	2122	2471	1679	1790
ENSMUSG00000035171.9|1110059E24Rik	621	727	676	802
ENSMUSG00000035172.15|Plekhh3	1140	1174	998	1066
ENSMUSG00000035173.14|Ccdc186	1929	2315	2288	2254
ENSMUSG00000035181.6|Heatr5a	2528	2770	2187	2334
ENSMUSG00000035198.9|Tubg1	1167	1077	1161	1397
ENSMUSG00000035199.6|Arl6ip5	2848	3290	4394	4742
ENSMUSG00000035202.8|Lars2	13695	16403	8912	15409
ENSMUSG00000035203.16|Epn1	1132	1242	954	1195
ENSMUSG00000035206.10|Sppl2b	333	349	325	376
ENSMUSG00000035208.16|Slfn8	88	94	56	52
ENSMUSG00000035212.14|Leprot	957	976	876	986
ENSMUSG00000035215.9|Lsm7	580	564	648	701
ENSMUSG00000035227.7|Spcs2	2988	3312	3125	3260
ENSMUSG00000035232.8|Pdk3	330	365	293	354
ENSMUSG00000035234.18|Abraxas1	581	661	424	488
ENSMUSG00000035235.13|Trim13	169	206	123	111
ENSMUSG00000035236.17|Scai	508	631	410	440
ENSMUSG00000035239.6|Neu3	56	39	38	43
ENSMUSG00000035242.15|Oaz1	3714	3716	4679	4871
ENSMUSG00000035245.12|Eogt	765	835	635	767
ENSMUSG00000035246.16|Pcyt1b	128	158	126	170
ENSMUSG00000035247.16|Hectd1	9667	10805	10201	10428
ENSMUSG00000035248.9|Tut7	2105	2274	2012	2300
ENSMUSG00000035266.16|Helq	582	725	519	551
ENSMUSG00000035268.14|Pkig	128	158	112	160
ENSMUSG00000035270.15|Impg2	37	33	62	74
ENSMUSG00000035273.14|Hpse	808	948	722	933
ENSMUSG00000035274.13|Tpbg	405	425	349	383
ENSMUSG00000035278.9|Plekhj1	480	576	549	557
ENSMUSG00000035284.10|Vps13c	925	960	814	946
ENSMUSG00000035293.13|G2e3	1300	1675	1270	1490
ENSMUSG00000035297.14|Cops4	1741	1974	1902	2140
ENSMUSG00000035299.16|Mid1	882	1153	1356	1224
ENSMUSG00000035310.15|Lin54	1129	1412	1052	1026
ENSMUSG00000035311.16|Gnptab	746	836	613	636
ENSMUSG00000035314.10|Gdpd5	943	921	1264	1412
ENSMUSG00000035325.16|Sec31a	4323	4522	3994	4442
ENSMUSG00000035329.7|Fbxo33	708	847	895	964
